編號,中文地址,英文地址,地區,檢疫結束日期
336,莊士敦道137-139號,137-139 JOHNSTON ROAD,灣仔,2020-03-02
337,富豐樓,FU FUNG BUILDING,灣仔,2020-03-02
338,華爾大廈,FAIRVIEW MANSION,灣仔,2020-03-02
339,慧蘭閣,VALIANT COURT,灣仔,2020-03-02
340,摩頓臺11號灣景樓,"BAY VIEW MANSION, NO.11 MORETON TERRACE",灣仔,2020-03-02
341,勵志大廈,RICH BUILDING,灣仔,2020-03-02
342,文安樓,MAN ON HOUSE,灣仔,2020-03-03
343,玉泉樓,NO.220 JOHNSTON ROAD,灣仔,2020-03-03
344,立德大廈,LAP TAK BUILDING,灣仔,2020-03-03
345,告士打道252號伊利莎伯大廈B座,"BLOCK B, ELIZABETH HOUSE, NO.252 GLOUCESTER ROAD",灣仔,2020-03-03
346,恒安大廈,DIAMOND BUILDING,灣仔,2020-03-03
347,泰港大廈,THAI KONG BUILDING,灣仔,2020-03-03
348,瑆華,THE WARREN,灣仔,2020-03-03
349,樂活道1號,NO.1 BROADWOOD ROAD,灣仔,2020-03-03
350,霎西街5號,NO.5 SHARP STREET WEST,灣仔,2020-03-03
351,太原街33號囍滙5座,"BLOCK 5, THE AVENUE, NO.33 TAI YUEN STREET",灣仔,2020-03-04
352,永興樓,WING HING BUILDING,灣仔,2020-03-04
353,皇后大道東200號囍滙2座,"BLOCK 2, THE AVENUE, NO.200 QUEEN'S ROAD EAST",灣仔,2020-03-04
354,英皇道1號栢景臺2座,"BLOCK 2, PARK TOWERS, NO.1 KING'S ROAD",灣仔,2020-03-04
355,桂成里14號誠和閣2座,"BLOCK 2, SHERWOOD COURT, NO.14 KWAI SING LANE",灣仔,2020-03-04
356,港灣道1號,1 HARBOUR ROAD,灣仔,2020-03-04
357,謝斐道138-146號建利大廈A座,"BLOCK A, KIN LEE BUILDING, NO.138-146 JAFFE ROAD",灣仔,2020-03-04
358,仁美大廈,YEN MAY BUILDING,灣仔,2020-03-05
359,年威閣,LINWAY COURT,灣仔,2020-03-05
360,怡和街19-31號樂聲大廈A座,"BLOCK A, LOK SING CENTRE, NO.19-31 YEE WO STREET",灣仔,2020-03-05
361,怡明閣,EASTMAN COURT,灣仔,2020-03-05
362,東曦大廈,TUNG HEY MANSION,灣仔,2020-03-05
363,恒德大廈,HANG TAK BUILDING,灣仔,2020-03-05
364,紀雲峰,THE ALTITUDE,灣仔,2020-03-05
365,海城洋樓,HOI SHING BUILDING,灣仔,2020-03-05
366,特麗樓,DANDENONG MANSION,灣仔,2020-03-05
367,港灣道28號灣景中心大廈C座,"BLOCK C, CAUSEWAY CENTRE, NO.28 HARBOUR ROAD",灣仔,2020-03-05
368,華高大廈,FLORIDA MANSION,灣仔,2020-03-05
369,敬誠閣,KESWICK COURT,灣仔,2020-03-05
370,榮安大廈,WING ON BUILDING,灣仔,2020-03-05
371,樂中樓,LOK CHUNG BUILDING,灣仔,2020-03-05
372,駱克道242號,NO.242 LOCKHART ROAD,灣仔,2020-03-05
373,聯發大廈,LUEN FAT MANSION,灣仔,2020-03-05
374,禮雲大樓2座,"BLOCK 2, LEI WEN COURT",灣仔,2020-03-05
375,友光大廈,YAU KWONG BUILDING,灣仔,2020-03-06
376,永豐街18號,18 WING FUNG STREET,灣仔,2020-03-06
377,百德新街47號百德大廈A座,"BLOCK A, PATERSON BUILDING, NO.47 PATERSON STREET",灣仔,2020-03-06
378,怡和街19號樂聲大廈,"LOK SING CENTRE, NO.19 YEE WO STREET",灣仔,2020-03-06
379,東城,EAST TOWN BUILDING,灣仔,2020-03-06
380,金港大廈,GOLD HARBOUR MANSION,灣仔,2020-03-06
381,皇后大道東222號,222 QUEEN'S ROAD EAST,灣仔,2020-03-06
382,海外大廈,OVERSEAS BUILDING,灣仔,2020-03-06
383,堅拿道西12號,NO.12 CANAL ROAD WEST,灣仔,2020-03-06
384,摩理臣山道8-10號,NO.8-10 MORRISON HILL ROAD,灣仔,2020-03-06
385,樂苑大廈,HAPPY MANSION,灣仔,2020-03-06
386,大坑徑23號渣甸山名門I座,"BLOCK I, THE LEGEND AT JARDINE'S LOOKOUT, NO.23 TAI HANG",灣仔,2020-03-07
387,山村道8號,NO.8 VILLAGE ROAD,灣仔,2020-03-07
388,利景閣,LEE KING MANSION,灣仔,2020-03-07
389,利群道9號,NO.9 LI KWAN AVENUE,灣仔,2020-03-07
390,秀華坊8號海華苑2座,"BLOCK 2, HOOVER TOWERS, NO.8 SAU WA FONG",灣仔,2020-03-07
391,宜興樓,YEE HING BUILDING,灣仔,2020-03-07
392,星輝苑,STARLIGHT GARDEN,灣仔,2020-03-07
393,美漢大廈,MALAHON APARTMENTS,灣仔,2020-03-07
394,桂成里12號誠和閣2座,"BLOCK 2, SHERWOOD COURT, NO.12 KWAI SING LANE",灣仔,2020-03-07
395,壹鑾,REGENT HILL,灣仔,2020-03-07
396,華景樓,GRAND VIEW MANSION,灣仔,2020-03-07
397,華發大廈,WAH FAT MANSION,灣仔,2020-03-07
398,逸園,HARMONY,灣仔,2020-03-07
399,黃泥涌道137號,NO.137 WONG NAI CHUNG ROAD,灣仔,2020-03-07
400,新唐大廈,NEWTOWN MANSION,灣仔,2020-03-07
401,維峯,THE HEMISPHERES,灣仔,2020-03-07
402,樂高大廈,LOK GO BUILDING,灣仔,2020-03-07
403,駱克道72-86號熙華大廈,"HAY WAH BUILDING, NO.72-86 LOCKHART ROAD",灣仔,2020-03-07
404,謝斐道254號杜智臺B座,"BLOCK B, TONNOCHY TOWERS, NO.254 JAFFE ROAD",灣仔,2020-03-07
405,灣景中心大廈灣景中心大廈Ａ座,"CAUSEWAY CENTRE BLOCK A, CAUSEWAY CENTRE",灣仔,2020-03-07
406,大坑道5號光明臺1座,"BLOCK 1, ILLUMINATION TERRACE, NO.5 TAI HANG ROAD",灣仔,2020-03-08
407,山光道24號,NO.24 SHAN KWONG ROAD,灣仔,2020-03-08
408,尚匯,THE GLOUCESTER,灣仔,2020-03-08
409,東興大廈,TUNG HING BUILDING,灣仔,2020-03-08
410,皇后大道東200號囍滙1座,"BLOCK 1, THE AVENUE, NO.200 QUEEN'S ROAD EAST",灣仔,2020-03-08
411,皇后大道東381號,NO.381 QUEEN'S ROAD EAST,灣仔,2020-03-08
412,香港大廈,HONG KONG MANSION,灣仔,2020-03-08
413,修頓花園,SOUTHORN GARDEN,灣仔,2020-03-08
414,軒尼詩道459號,NO.459 HENNESSY ROAD,灣仔,2020-03-08
415,偉德大廈,偉德大廈,灣仔,2020-03-08
416,梅馨街8號,NO.8 MUI HING STREET,灣仔,2020-03-08
417,誠和閣2座,"TOWER 2, SHERWOOD COURT",灣仔,2020-03-08
418,廣生行大廈298電腦特區,"298 COMPUTER ZONE, KWONG SANG HONG BUILDING",灣仔,2020-03-08
419,廣生行大廈298電腦特區A座,"BLOCK A, 298 COMPUTER ZONE, KWONG SANG HONG BUILDING",灣仔,2020-03-08
420,廣安大廈,KWONG ON BUILDING,灣仔,2020-03-08
421,勵德邨邨榮樓,"TSUEN WING LAU, LAI TAK TSUEN",灣仔,2020-03-08
422,勵德邨勵潔樓,"LAI KIT LAU, LAI TAK TSUEN",灣仔,2020-03-08
423,囍滙3座,"BLOCK 3, THE AVENUE",灣仔,2020-03-08
424,灣仔道60號,NO.60 WAN CHAI ROAD,灣仔,2020-03-08
425,天順樓,CHATON HOUSE,東區,2020-02-27
426,太古城安盛台寧安閣,"ON SHING TERRACE, LING ON MANSION, TAIKOO SHING",東區,2020-02-27
427,太古城金山閣高山臺,"KAO SHAN TERRACE, KAM SHAN MANSION, TAIKOO SHING",東區,2020-02-27
428,太古城寧安閣安盛臺,"ON SHING TERRACE, NING ON MANSION, TAIKOO SHING",東區,2020-02-27
429,太古城寶安閣安盛臺,"ON SHING TERRACE, PO ON MANSION, TAIKOO SHING",東區,2020-02-27
430,百福花園百利閣,"PAK LEE COURT, BEDFORD GARDENS",東區,2020-02-27
431,百福花園康福閣J座,"BLOCK J, HONG FOOK COURT, BEDFORD GARDENS",東區,2020-02-27
432,和富道51號和富中心16座,"BLOCK 16, PROVIDENT CENTRE, NO.51 WHARF ROAD",東區,2020-02-27
433,東發大廈A座,"BLOCK A, TUNG FAT BUILDING",東區,2020-02-27
434,東濤苑曉濤閣,"HIU TAO HOUSE, TUNG TAO COURT",東區,2020-02-27
435,皇子薈,PRINCETON RESIDENCE,東區,2020-02-27
436,美都大廈,MIDO APARTMENTS,東區,2020-02-27
437,英皇道430號新都城大廈B座,"BLOCK B, METROPOLE BUILDING, NO.430 KING'S ROAD",東區,2020-02-27
438,英皇道989號新威園A座,"BLOCK A, SUNWAY GARDENS, NO.989 KING'S ROAD",東區,2020-02-27
439,泰民街8號康翠臺4座,"BLOCK 4, GREENWOOD TERRACE, NO.8 TAI MAN STREET",東區,2020-02-27
440,基利坊15號南豐新邨12座,"BLOCK 12, NAN FUNG SUN CHUEN, NO.15 GREIG CRESCENT",東區,2020-02-27
441,康威大廈,EVERWIN BUILDING,東區,2020-02-27
442,華昇大廈,WAH SING BUILDING,東區,2020-02-27
443,華海大廈,HUA HAI BUILDING,東區,2020-02-27
444,新成街8號新成中心,"SUN SING CENTRE, NO.8 SUN SING STREET",東區,2020-02-27
445,新都城大廈C座,"BLOCK C, METROPOLE BUILDING",東區,2020-02-27
446,漁灣邨漁豐樓,"YUE FUNG HSE, YUE WAN ESTATE",東區,2020-02-27
447,興華(一)邨興翠樓,"HING TSUI HSE, HING WAH (I) ESTATE",東區,2020-02-27
448,錦屏街23號東發大廈A座,"BLOCK A, TUNG FAT BUILDING, NO. 23 KAM PING STREET",東區,2020-02-27
449,環翠邨貴翠樓,"KWAI TSUI HSE, WAN TSUI ESTATE",東區,2020-02-27
450,鴻利大廈,HUNG LEE BUILDING,東區,2020-02-27
451,寶馬山道1號寶馬山花園1座,"BLOCK 1, PACIFIC PALISADES, NO.1 BRAEMAR HILL ROAD",東區,2020-02-27
452,耀明大廈,YIU MING BUILDING,東區,2020-02-27
453,小西灣邨瑞益樓,"SUI YICK HSE, SIU SAI WAN ESTATE",東區,2020-02-28
454,太古城明宮閣金殿臺,"KAM DIN TERRACE, MING KUNG MANSION, TAIKOO SHING",東區,2020-02-28
455,百福大廈,PAK FUK BUILDING,東區,2020-02-28
456,明秀大廈,MING SAU BUILDING,東區,2020-02-28
457,東康樓,TUNG HONG BUILDING,東區,2020-02-28
458,金基大廈,KAM KEY MANSION,東區,2020-02-28
459,柏匯,PARKER 33,東區,2020-02-28
460,炮台山道4號光超台,"KWONG CHIU TERRACE, NO.4 FORTRESS HILL ROAD",東區,2020-02-28
461,英皇道560號健威花園F座,"BLOCK F, HEALTHY GARDENS, NO.560 KING'S ROAD",東區,2020-02-28
462,柴灣連城道4-12號仁樂大廈A座,"BLOCK A, YEN LOK BUILDING, NO.4 LIN SHING ROAD",東區,2020-02-28
463,泰民街12號康翠臺6座,"BLOCK 6, GREENWOOD TERRACE, NO.12 TAI MAN STREET",東區,2020-02-28
464,馬寶道44-46號,NO.44-46 MARBLE ROAD,東區,2020-02-28
465,馬寶道46號,NO.46 MARBLE ROAD,東區,2020-02-28
466,盛泰道100號杏花邨47座,"BLOCK 47, HENG FA CHUEN, NO.100 SHING TAI ROAD",東區,2020-02-28
467,連城道4-12號仁樂大廈A座,"BLOCK A, YEN LOK BUILDING, NO.4-12 LIN SHING ROAD",東區,2020-02-28
468,富利來大廈,FU LEE LOY MANSION,東區,2020-02-28
469,鳳山閣,"FOONG SHAN MANSION, TAIKOO SHING",東區,2020-02-28
470,模範邨民樂樓,"MAN LOK HSE, MODEL HOUSING ESTATE",東區,2020-02-28
471,繼園街1號柏蔚山3座,"BLOCK 3, FLEUR PAVILIA, NO.1 KAI YUEN STREET",東區,2020-02-28
472,大石街26號,NO.26 TAI SHEK STREET,東區,2020-02-29
473,太古城南山閣高山臺,"KAO SHAN TERRACE, NAN SHAN MANSION, TAIKOO SHING",東區,2020-02-29
474,太古城綠楊閣海景花園,"HARBOUR VIEW GARDENS, WILLOW MANSION, TAIKOO SHING",東區,2020-02-29
475,太古城銀栢閣海景花園,"HARBOUR VIEW GARDENS, JUNIPER MANSION, TAIKOO SHING",東區,2020-02-29
476,吉勝街12號,12 KUT SHING STREET,東區,2020-02-29
477,成安大廈,SHING ON BUILDING,東區,2020-02-29
478,成安大樓,SHING ON BUILDING,東區,2020-02-29
479,成明閣,SENG MING COURT,東區,2020-02-29
480,形品,LIME HABITAT,東區,2020-02-29
481,和富道31號和富中心6座,"BLOCK 6, PROVIDENT CENTRE, NO.31 WHARF ROAD",東區,2020-02-29
482,東駿苑銀駿閣B座,"BLOCK B, NGAN CHUN HSE, TUNG CHUN COURT",東區,2020-02-29
483,美輪大廈,MAYLUN APARTMENTS,東區,2020-02-29
484,英皇道38號新都城大廈D座,"BLK D, METROPOLE BUILDING, NO.38 KING'S ROAD",東區,2020-02-29
485,英皇道989號新威園F座,"BLOCK F, SUNWAY GARDENS, NO.989 KING'S ROAD",東區,2020-02-29
486,海寧大廈,HOI NING BUILDING,東區,2020-02-29
487,益昌大廈,YICK CHEONG BUILDING,東區,2020-02-29
488,健康邨紅桃樓,"HUNG TO LAU, HEALTHY VILLAGE",東區,2020-02-29
489,康盛街5-7號康怡花園G座,"BLOCK G, KORNHILL, NO.5-7 HONG SHING STREET",東區,2020-02-29
490,盛泰道100號杏花邨15座,"BLOCK 15, HENG FA CHUEN, NO.100 SHING TAI ROAD",東區,2020-02-29
491,盛泰道100號杏花邨35座,"BLOCK 35, HENG FA CHUEN, NO.100 SHING TAI ROAD",東區,2020-02-29
492,連翠邨連翠樓,"LIN TSUI HOUSE, LIN TSUI ESTATE",東區,2020-02-29
493,富澤花園富邦閣,"FU BON COURT, FORTRESS GARDEN",東區,2020-02-29
494,富澤花園富威閣,"FU WAI COURT, FORTRESS GARDEN",東區,2020-02-29
495,渣華道13A號,NO.13A JAVA ROAD,東區,2020-02-29
496,逸濤灣冬和軒(第4座),"L'HIVER (TOWER 4), LES SAISONS",東區,2020-02-29
497,愛禮街2號 愛蝶灣9座,"BLOCK BLOCK 9, ALDRICH GARDEN, NO.2 OI LAI STREET",東區,2020-02-29
498,愛禮街2號愛蝶灣7座,"BLOCK 7, ALDRICH GARDEN, NO.2 OI LAI STREET",東區,2020-02-29
499,嘉信大廈,CARSON MANSION,東區,2020-02-29
500,歌連臣角道123號,NO.123 CAPE COLLINSON ROAD,東區,2020-02-29
501,漢宮大廈,HAN PALACE BUILDING,東區,2020-02-29
502,錦明園,KAM MING YUEN,東區,2020-02-29
503,錦屏街32號幸福大樓B座,"BLK B, FORTUNA BUILDING, NO.32 KAM PING STREET",東區,2020-02-29
504,錦屏街34號幸福大樓B座,"BLOCK B, FORTUNA BUILDING, NO. 34 KAM PING STREET",東區,2020-02-29
505,繼園街1號柏蔚山2座,"BLOCK 2, FLEUR PAVILIA, NO.1 KAI YUEN STREET",東區,2020-02-29
506,怡翠苑暢怡閣(A座),"CHEONG YEE HSE (BLK A), YEE TSUI COURT",東區,2020-03-01
507,南華大廈,NAM WAH BUILDING,東區,2020-03-01
508,建華街39號楓林花園II座,"BLOCK II, MAPLE GARDENS, NO.39 KIN WAH STREET",東區,2020-03-01
509,英皇道294號五洲大廈,"CONTINENTAL MANSION, NO.294 KING'S ROAD",東區,2020-03-01
510,英皇道388號,388 KING'S ROAD,東區,2020-03-01
511,柴灣道233號新翠花園4座,"BLOCK 4, NEW JADE GARDEN, NO.233 CHAI WAN ROAD",東區,2020-03-01
512,泰民街15號樂翠臺1座,"BLK 1, NEPTUNE TERRACE, NO.15 TAI MAN STREET",東區,2020-03-01
513,啟協大廈,KENTHILL MANSION,東區,2020-03-01
514,康怡花園H座,"BLK H, KORNHILL",東區,2020-03-01
515,愛東邨愛澤樓,"OI CHAK HSE, OI TUNG ESTATE",東區,2020-03-01
516,新都城大廈,METROPOLE BUILDING,東區,2020-03-01
517,筲箕灣廣場麗怡苑(第2座)2座,"BLOCK 2, LAI YEE COURT (TOWER 2), SHAUKEIWAN PLAZA",東區,2020-03-01
518,裕益大廈,YUE YICK BUILDING,東區,2020-03-01
519,漁灣邨漁安樓,"YUE ON HSE, YUE WAN ESTATE",東區,2020-03-01
520,糖水道12號,12 TONG SHUI ROAD,東區,2020-03-01
521,興東邨興豐樓,"HING FUNG HSE, HING TUNG ESTATE",東區,2020-03-01
522,麗景樓,LAI KING MANSION,東區,2020-03-01
523,大興樓,TAI HING BUILDING,東區,2020-03-02
524,太古城碧藤閣海景花園,"HARBOUR VIEW GARDENS, WISTERIA MANSION, TAIKOO SHING",東區,2020-03-02
525,太古城龍山閣高山臺,"KAO SHAN TERRACE, LOONG SHAN MANSION, TAIKOO SHING",東區,2020-03-02
526,太康樓,TAI HONG HSE,東區,2020-03-02
527,太興樓,TAI HING HSE,東區,2020-03-02
528,怡翠苑暢怡閣A座,"BLOCK A, CHEONG YEE HSE, YEE TSUI COURT",東區,2020-03-02
529,建華花園,KINGSWAY GARDEN,東區,2020-03-02
530,恒英大廈,HANG YING HOUSE,東區,2020-03-02
531,美麗閣,MARY COURT,東區,2020-03-02
532,英皇道395號僑冠大廈A座,"BLOCK A, KIU KWAN MANSION, NO.395 KING'S ROAD",東區,2020-03-02
533,英皇道430號新都城大廈A座,"BLOCK A, METROPOLE BUILDING, NO.430 KING'S ROAD",東區,2020-03-02
534,英華閣,YING WAH COURT,東區,2020-03-02
535,書局街16號樂嘉中心1座,"BLOCK 1, ROCA CENTRE, NO.16 SHU KUK STREET",東區,2020-03-02
536,海灣街4-6號,NO.4-6 HOI WAN STREET,東區,2020-03-02
537,康盛街13-15號康怡花園E座,"BLOCK E, KORNHILL, NO.13-15 HONG SHING STREET",東區,2020-03-02
538,清華大廈,CHING WAH BUILDING,東區,2020-03-02
539,富澤花園富慧閣,"FULLVIEW COURT, FORTRESS GARDEN",東區,2020-03-02
540,惠利大廈,WAI LEE BUILDING,東區,2020-03-02
541,景翠苑,KING TSUI COURT,東區,2020-03-02
542,愛東邨愛逸樓,"OI YAT HSE, OI TUNG ESTATE",東區,2020-03-02
543,電氣道233號城市花園10座,"BLOCK 10, CITY GARDEN, NO.233 ELECTRIC ROAD",東區,2020-03-02
544,僑冠大廈B座,"BLOCK B, KIU KWAN MANSION",東區,2020-03-02
545,嘉裕大廈,KA YU BUILDING,東區,2020-03-02
546,興民邨民富樓,"MAN FU HSE, HING MAN ESTATE",東區,2020-03-02
547,濱海街21號,NO.21 PAN HOI STREET,東區,2020-03-02
548,環翠邨利翠樓,"LEE TSUI HSE, WAN TSUI ESTATE",東區,2020-03-02
549,寶利大廈,PO LEE BUILDING,東區,2020-03-02
550,耀東邨耀昌樓,"YIU CHEONG HSE, YIU TUNG ESTATE",東區,2020-03-02
551,小西灣邨瑞喜樓,"SUI HEI HSE, SIU SAI WAN ESTATE",東區,2020-03-03
552,小西灣道18號富景花園10座,"BLOCK 10, FULLVIEW GARDEN, NO.18 SIU SAI WAN ROAD",東區,2020-03-03
553,東熹苑華熹閣,"WAH HEI HSE, TUNG HEI COURT",東區,2020-03-03
554,東霖苑,TUNG LAM COURT,東區,2020-03-03
555,炮台山利都樓,"RIALTO MANSION, FORTRESS HILL",東區,2020-03-03
556,英皇道238號康澤花園D座,"BLOCK D, FORTRESS METRO TOWER, NO.238 KING'S ROAD",東區,2020-03-03
557,英皇道294號五洲大廈,CONTINENTAL BUILDING,東區,2020-03-03
558,柴灣戲院大廈,CHAI WAN CINEMA BUILDING,東區,2020-03-03
559,泰民街10號康翠臺5座,"BLOCK 5, GREENWOOD TERRACE, NO.10 TAI MAN STREET",東區,2020-03-03
560,海景樓,OCEANIC MANSION,東區,2020-03-03
561,基利路32號南豐新邨1座,"BLOCK 1, NAN FUNG SUN CHUEN, NO.32 GREIG ROAD",東區,2020-03-03
562,康東邨康瑞樓,"HONG SHUI HSE, HONG TUNG ESTATE",東區,2020-03-03
563,清華街7-11號,NO.7-11 CHING WAH STREET,東區,2020-03-03
564,莊士維港軒,THE HARBOURSIDE,東區,2020-03-03
565,景興閣,KINGS COURT,東區,2020-03-03
566,嘉華洋樓,KAVA MANSION,東區,2020-03-03
567,嘉興大廈,KA HING BUILDING,東區,2020-03-03
568,滿華樓,MOON WAH BUILDING,東區,2020-03-03
569,福昌樓,FOK CHEONG BUILDING,東區,2020-03-03
570,翠樂邨翠祿樓,"TSUI LUK HSE, TSUI LOK ESTATE",東區,2020-03-03
571,曉峯,MOUNT EAST,東區,2020-03-03
572,興東邨興東樓,"HING FUNG HSE, HING TUNG ESTATE",東區,2020-03-03
573,繼園街1號柏蔚山1座,"BLOCK 1, FLEUR PAVILIA, NO.1 KAI YUEN STREET",東區,2020-03-03
574,小西灣邨瑞發樓,"SUI FAT HSE, SIU SAI WAN ESTATE",東區,2020-03-04
575,丹拿道18號丹拿花園5座,"BLOCK 5, TANNER GARDEN, NO.18 TANNER ROAD",東區,2020-03-04
576,月園街1號,NO.1 YUET YUEN STREET,東區,2020-03-04
577,百福花園鴻福閣B座,"BLOCK B, HUNG FOOK COURT, BEDFORD GARDENS",東區,2020-03-04
578,延齡大廈,ELLEN BUILDING,東區,2020-03-04
579,明威大廈,MAINWAY MANSION,東區,2020-03-04
580,威德閣,VICTOR COURT,東區,2020-03-04
581,英皇道395號僑冠大廈B座,"BLOCK B, KIU KWAN MANSION, NO.395 KING'S ROAD",東區,2020-03-04
582,英皇道461號,NO.461 KING'S ROAD,東區,2020-03-04
583,英皇道484號,NO. 484 KING'S ROAD,東區,2020-03-04
584,海峰中心C座,"BLOCK C, HOI FUNG CENTRE",東區,2020-03-04
585,益新洋樓,AIK SAN MANSION,東區,2020-03-04
586,基利坊19號南豐新邨10座,"BLOCK 10, NAN FUNG SUN CHUEN, NO.19 GREIG CRESCENT",東區,2020-03-04
587,富蘭苑,FULHAM COURT,東區,2020-03-04
588,愛禮街2號愛蝶灣8座,"BLOCK 8, ALDRICH GARDEN, NO.2 OI LAI STREET",東區,2020-03-04
589,新翠花園4座,"BLOCK 4, NEW JADE GARDEN",東區,2020-03-04
590,電氣道233號城市花園9座,"BLOCK 9, CITY GARDEN, NO.233 ELECTRIC ROAD",東區,2020-03-04
591,僑華大廈,KIU WAH BUILDING,東區,2020-03-04
592,維港頌第三座,"TOWER 3, HARBOUR GLORY",東區,2020-03-04
593,豐華大廈,FUNG WAH MANSION,東區,2020-03-04
594,麗宮大廈,MAJESTIC APARTMENTS,東區,2020-03-04
595,小西灣邨瑞隆樓,"SUI LUNG HSE, SIU SAI WAN ESTATE",東區,2020-03-05
596,小西灣道28號藍灣半島7座,"BLOCK 7, ISLAND RESORT, NO.28 SIU SAI WAN ROAD",東區,2020-03-05
597,仁德大廈,YEN DACK BUILDING,東區,2020-03-05
598,太古城美菊閣海景花園,"HARBOUR VIEW GARDENS, MARIGOLD MANSION, TAIKOO SHING",東區,2020-03-05
599,太古城海星閣星輝臺,"SING FAI TERRACE, HOI SING MANSION, TAIKOO SHING",東區,2020-03-05
600,太康街38號嘉亨灣2座,"BLOCK 2, GRAND PROMENADE, NO.38 TAI HONG STREET",東區,2020-03-05
601,西灣河街137號,NO.137 SAI WAN HO STREET,東區,2020-03-05
602,杏翠苑翠晶閣A座,"BLOCK A, TSUI CHING HSE, HANG TSUI COURT",東區,2020-03-05
603,和富道29號和富中心5座,"BLOCK 5, PROVIDENT CENTRE, NO.29 WHARF ROAD",東區,2020-03-05
604,和富道41號和富中心11座,"BLOCK 11, PROVIDENT CENTRE, NO.41 WHARF ROAD",東區,2020-03-05
605,怡昇洋樓,DELIGHTFUL MANSION,東區,2020-03-05
606,東欣苑歡欣閣,"FOON YAN HSE, TUNG YAN COURT",東區,2020-03-05
607,東熹苑耀熹閣D座,"BLOCK D, YIU HEI HSE, TUNG HEI COURT",東區,2020-03-05
608,阿公岩道23號明華大廈B座,"BLOCK B, MING WAH DAI HA, NO.23 A KUNG NGAM ROAD",東區,2020-03-05
609,南方大廈,SOUTHERN BUILDING,東區,2020-03-05
610,皇冠大廈,CORONET COURT,東區,2020-03-05
611,香島第２座,"TOWER 2, ISLAND GARDEN",東區,2020-03-05
612,柴灣道350號樂軒臺3座,"BLOCK 3, LOK HIN TERRACE, NO.350 CHAI WAN ROAD",東區,2020-03-05
613,海山樓,MONTANE MANSION,東區,2020-03-05
614,馬寶大廈,NO.44 MARBLE ROAD,東區,2020-03-05
615,基利坊17號南豐新邨11座,"BLOCK 11, NAN FUNG SUN CHUEN, NO.17 GREIG CRESCENT",東區,2020-03-05
616,康盛街9-11號康怡花園F座,"BLOCK F, KORNHILL, NO.9-11 HONG SHING STREET",東區,2020-03-05
617,得利大廈,TAK LEE BUILDING,東區,2020-03-05
618,御景軒,SCENIC HORIZON,東區,2020-03-05
619,盛泰道100號杏花邨26座,"BLOCK 26, HENG FA CHUEN, NO.100 SHING TAI ROAD",東區,2020-03-05
620,連城道4-12號仁樂大廈B座,"BLOCK B, YEN LOK BUILDING, NO.4-12 LIN SHING ROAD",東區,2020-03-05
621,富利來大廈B座,"BLOCK B, FU LEE LOY MANSION",東區,2020-03-05
622,華樂樓,WAH LOK BUILDING,東區,2020-03-05
623,愛禮街2號愛蝶灣5座,"BLOCK 5, ALDRICH GARDEN, NO.2 OI LAI STREET",東區,2020-03-05
624,筲箕灣道204號,NO.204 SHAU KEI WAN ROAD,東區,2020-03-05
625,電氣道233號城市花園3座,"BLOCK 3, CITY GARDEN, NO.233 ELECTRIC ROAD",東區,2020-03-05
626,翠巒閣,SERENE COURT,東區,2020-03-05
627,興東邨興祖樓,"HING CHO HSE, HING TUNG ESTATE",東區,2020-03-05
628,興東邨興康樓,"HING HONG HSE, HING TUNG ESTATE",東區,2020-03-05
629,興華(二)邨和興樓,"WO HING HSE, HING WAH (II) ESTATE",東區,2020-03-05
630,錦屏街31A號東發大廈C座,"BLOCK C, TUNG FAT BUILDING, NO.31A KAM PING STREET",東區,2020-03-05
631,鴻福大樓,HUNG FUK BUILDING,東區,2020-03-05
632,耀東邨耀樂樓,"YIU LOK HSE, YIU TUNG ESTATE",東區,2020-03-05
633,小西灣道18號富景花園9座,"BLOCK 9, FULLVIEW GARDEN, NO.18 SIU SAI WAN ROAD",東區,2020-03-06
634,太古城富山閣高山臺,"KAO SHAN TERRACE, FU SHAN MANSION, TAIKOO SHING",東區,2020-03-06
635,太古城逸天閣海天花園,"HORIZON GARDENS, YAT TIEN MANSION, TAIKOO SHING",東區,2020-03-06
636,太古城鳳山閣高山臺,"KAO SHAN TERRACE, FOONG SHAN MANSION, TAIKOO SHING",東區,2020-03-06
637,太康街38號嘉亨灣3座,"BLOCK 3, GRAND PROMENADE, NO.38 TAI HONG STREET",東區,2020-03-06
